編號,來源,漢字
441,附加詞類訊息_楊允言,(A) 資料包括台語文語料、 台文華文線頂辭典（以下簡稱台華辭典）佮中研院詞庫小組八萬目詞(華文)。
442,附加詞類訊息_楊允言,其中，台語文語料庫的來源是台語文界的朋友，楊允言負責整理，
443,附加詞類訊息_楊允言,包括全羅三百四十六萬兩千三百六十七个音節佮漢羅五百五十六萬八千空五十七个音節；
444,附加詞類訊息_楊允言,台華辭典主要貢獻者是鄭良偉，閣有台語文界朋友鬥補充詞條，目前有六萬兩千外个詞條，每一个詞條包括漢羅、全羅、華文對譯三个欄位。
445,附加詞類訊息_楊允言,(B) 全羅的台語文語料無需要經過斷詞，毋過漢羅的需要，
446,附加詞類訊息_楊允言,"斷詞的做法是根據台華辭典，採用「倒頭上大比對」(backward maximal matching, BMM)演算法。"
447,附加詞類訊息_楊允言,語詞的數量，全羅有兩百四十三萬六千五百九十九个，漢羅有四百空五萬一千一百九十五个。
448,附加詞類訊息_楊允言,(C) 每一个語詞，透過台華辭典的華文對譯，對到中研院詞庫小組八萬目詞的詞條，揣出詞類，詞類可能有幾若个，暫時無做處理。
449,附加詞類訊息_楊允言,(C) 每一个語詞，透過台華辭典的華文對譯，對到中研院詞庫小組八萬目詞的詞條，揣出詞類，詞類可能有幾若个，暫時無做處理。
450,附加詞類訊息_楊允言,因為無處理含糊性的問題，所以會影響著實驗結果的品質。
451,附加詞類訊息_楊允言,另外，本實驗採用簡化的詞類，干焦分大類：動詞、名詞、形容詞、……等等，
452,附加詞類訊息_楊允言,其中，動詞VH小類是「狀態不及物述詞」，親像「浪漫」、「特別」、「辛苦」、「豐富」、「心酸」、「感動」，阮共改做形容詞。
453,附加詞類訊息_楊允言,按呢修改，有的無問題，部分可能有問題。
454,附加詞類訊息_楊允言,(D) 計算兩个相倚的語詞的MI佮CR，閣經過詞類的篩選。
455,附加詞類訊息_楊允言,因為資料量誠大，這擺實驗干焦揣A-N（形容詞──名詞）、V-N（動詞──名詞）詞組。
456,附加詞類訊息_楊允言,五. 實驗結果
457,附加詞類訊息_楊允言,本實驗的程式用Java寫的，共結果輸出到資料庫，資料量誠大。
458,附加詞類訊息_楊允言,本節利用表格佮文字說明來展示實驗成果。
459,附加詞類訊息_楊允言,五點一：MI佮CR 共同詞組數量
460,附加詞類訊息_楊允言,表一：共MI佮CR頭前三十、一百 、五百、一千、三千、五千个共同詞組的數量列出來，漢羅佮全羅分開算，待討論：（這个詞組，佇MI佮CR兩个統計表攏有出現）
461,附加詞類訊息_楊允言,其中，漢羅的部分，詞組至少出現十擺，全羅的部分，詞組至少出現五擺：
462,附加詞類訊息_楊允言,表一：互訊息佮相關度共同詞組數量比例
463,附加詞類訊息_楊允言,對表一看起來，漢羅的部分，MI佮CR算出來的結果較一致，
464,附加詞類訊息_楊允言,這應該是因為，漢羅的語料量較濟，統計出來的結果較有可信度。
465,附加詞類訊息_楊允言,五點二：A-N V-N詞組
466,附加詞類訊息_楊允言,本實驗用詞類是A-N佮V-N做篩選，
467,附加詞類訊息_楊允言,只要這个詞組有可能是A-N抑是V-N就共掠出來，
468,附加詞類訊息_楊允言,毋過因為雜訊袂少，表二佮表三是對漢羅佮全羅，MI的統計表對懸到低分別用人工揣出是A-N抑是V-N的詞組：
469,附加詞類訊息_楊允言,A-N詞組較僫揣，揣出來的有的看起來誠勉強。
470,附加詞類訊息_楊允言,親像漢羅部分的「王梨」、「ām瓜」，自本應該是一个詞，
471,附加詞類訊息_楊允言,毋過台華辭典內底有「王梨」無「旺梨」，有「醃瓜」無「ām瓜」，致使這个詞予斷詞系統切做兩个詞，
472,附加詞類訊息_楊允言,煞閣因為切開的「這兩个詞」的結合性懸，佇A-N詞組表現出來。
473,附加詞類訊息_楊允言,對這个角度看，自動語詞搭配統計表，對辭典詞條的收錄，會當提供一寡建議。
474,附加詞類訊息_楊允言,對這个角度看，自動語詞搭配統計表，對辭典詞條的收錄，會當提供一寡建議。
475,附加詞類訊息_楊允言,V-N詞組的部分，全羅的部分真好，對MI統計表頭前六十四个詞組內底就通揀出真正符合V-N 的詞組，毋過漢羅的部分就誠䆀。
476,附加詞類訊息_楊允言,主要的原因是斷詞，因為語料內底的寫法佮辭典無一致。
477,附加詞類訊息_楊允言,五點三名詞的動詞搭配佮動詞的名詞搭配
478,附加詞類訊息_楊允言,表四：查詢 「V-舌」
479,附加詞類訊息_楊允言,「MI小於零」的部分無列出來
480,附加詞類訊息_楊允言,表五：查詢「摃-N」
481,附加詞類訊息_楊允言,假使咱欲知影一个名詞頭前會使用siánn-mé動詞（倒爿搭配），抑是一个動詞後壁會使用siánn-mé名詞（正爿搭配），用MI抑是CR來查詢，查出來的結果真有參考價值，
482,附加詞類訊息_楊允言,舉一个例，表四用「V-舌」查詢，表五用「摃-N」查詢：
483,附加詞類訊息_楊允言,這个查詢方式，對語言學習應該有真大的幫贊。
484,附加詞類訊息_楊允言,五點四、主要問題
485,附加詞類訊息_楊允言,實驗的結果並無原來按算的遐爾好，下面分析問題出佇佗位：
486,附加詞類訊息_楊允言,（一） 漢羅用字無一致，致使斷詞效果無好：
487,附加詞類訊息_楊允言,V-N的部分，漢羅的結果真䆀，
488,附加詞類訊息_楊允言,人工咧看遮的詞組的時，發現有誠濟詞組是斷詞錯誤的，
489,附加詞類訊息_楊允言,有的是台華辭典內無這个詞，
490,附加詞類訊息_楊允言,有的是語料的漢羅寫法佮台華辭典內的無仝，實際上，語料內底的寫法就無一致，
491,附加詞類訊息_楊允言,辭典無的詞，若欲改進，包括加詞、專有名詞辨識、定量詞處理等等，寫法無一致的問題就真僫解決，共所有的寫法攏共橐入去辭典內底 並毋是好的解決方式；
492,附加詞類訊息_楊允言,（二）詞類問題：
493,附加詞類訊息_楊允言,語言翻譯是多對多，咱透過華語對譯詞掠詞類，這个過程就有可能會長一寡無必要的詞類出來；
494,附加詞類訊息_楊允言,另外，一个詞有至少兩个詞類嘛是真普遍的情形，因為無處理，造成雜訊誠濟；
495,附加詞類訊息_楊允言,建立台語詞的詞類，佮確認正確詞類，這兩件代誌攏是大工程，毋過早慢愛做，咱才有法度閣進一步。
496,附加詞類訊息_楊允言,六. 未來方向
497,附加詞類訊息_楊允言,本實驗雖然有一寡成果，總是，值得拍拚的所在猶閣誠濟，包括：
498,附加詞類訊息_楊允言,(A) 開發線頂台語語詞搭配查詢系統，幫贊台語相關研究的進行；
499,附加詞類訊息_楊允言,(B) 除了A-N V-N詞組以外，閣整理其他詞組，親像P-N（介詞──名詞）、 N-V（名詞──動詞）、 D-A（副詞──形容詞）、 D-V（副詞──動詞）、 V-R（動詞──代名詞）、……等；
500,附加詞類訊息_楊允言,(C) 維護台華辭典，共MI抑是CR分數較懸的兩个單音節詞的語詞搭配掠出來做人工檢查，考慮將遮的語詞加入辭典；
501,附加詞類訊息_楊允言,(D) 改進斷詞系統，利用BMM演算法結果做訓練資料重做，對有至少兩種斷法ê文句，用統計方法提懸正確率，猶閣有專有名詞、 定量詞愛處理；
502,附加詞類訊息_楊允言,(E) 整理台語詞類，總是這是大工程，嘛需要詳細的規劃；
503,附加詞類訊息_楊允言,(F) 利用統計方法自動標記詞類，解決含糊性的問題，嘛進一步處理較幼的詞類；
504,附加詞類訊息_楊允言,(G) 做台語文文句的分拆(parsing)，利用語法樹(parsing tree)改進語詞搭配的正確率。
505,tōng-sû動詞時貌kah補語,坐咧。
506,tōng-sû動詞時貌kah補語,坐咧食。
507,tōng-sû動詞時貌kah補語,坐咧就好。
508,tōng-sû動詞時貌kah補語,䖙咧無要緊。
509,tōng-sû動詞時貌kah補語,巡巡咧。
510,tōng-sû動詞時貌kah補語,我看著豬仔。
511,tōng-sû動詞時貌kah補語,我看著的豬仔。
512,tōng-sû動詞時貌kah補語,我看著的。
513,tōng-sû動詞時貌kah補語,我有看著。
514,tōng-sû動詞時貌kah補語,我看著阿媽出門ā。
515,tōng-sû動詞時貌kah補語,我看會著烏枋。
516,tōng-sû動詞時貌kah補語,你看會著的菜攏是有機的。
517,tōng-sû動詞時貌kah補語,彼號雖然我有想過。
518,tōng-sû動詞時貌kah補語,我有想過未來欲創啥。
519,tōng-sû動詞時貌kah補語,我刣過雞仔。
520,tōng-sû動詞時貌kah補語,阿姨驚小妹迒袂過溝仔。
521,tōng-sû動詞時貌kah補語,這回逃會過逃袂過啊？
522,tōng-sû動詞時貌kah補語,我食過的料理百百款。
523,tōng-sû動詞時貌kah補語,賊仔拄著警察。
524,tōng-sû動詞時貌kah補語,恁佇tueh抾著錢？
525,tōng-sû動詞時貌kah補語,是阿土伯揣著阮的。
526,tōng-sû動詞時貌kah補語,像你這款人竟然嘛會想著阮。
527,tōng-sû動詞時貌kah補語,我影著阿媽出門ā。
528,tōng-sû動詞時貌kah補語,大兄夢著阿爸四界咧揣你。
529,tōng-sû動詞時貌kah補語,我夢著母仔行來行去咧揣你。
530,tōng-sû動詞時貌kah補語,人夢著有人攑刀仔按算刣--我。
531,tōng-sû動詞時貌kah補語,我夢著有人攑劍按算刣人。
532,tōng-sû動詞時貌kah補語,我抾著的錢。
533,tōng-sû動詞時貌kah補語,彼隻狗走著真緊。
534,tōng-sû動詞時貌kah補語,毋通寒著。
535,tōng-sû動詞時貌kah補語,神明桌是我硞著的。
536,tōng-sû動詞時貌kah補語,這空喙是去予割割著的。
537,tōng-sû動詞時貌kah補語,無細膩予阿木仔看著的。
538,tōng-sû動詞時貌kah補語,有，我有想著。
539,tōng-sû動詞時貌kah補語,無呢，我無抾著。
540,tōng-sû動詞時貌kah補語,無可能啦，哪有人娶袂著。
541,tōng-sû動詞時貌kah補語,我對遐經過，無意中看著彼位頭家娘咧睏。
542,tōng-sû動詞時貌kah補語,我聽著你欲嫁矣的消息。
543,tōng-sû動詞時貌kah補語,我聽著你欲嫁矣？
544,tōng-sû動詞時貌kah補語,阮牽的聽著，歡喜甲喙仔裂獅獅。
545,tōng-sû動詞時貌kah補語,阮牽的聽著歡喜甲喙仔裂獅獅。
546,tōng-sû動詞時貌kah補語,彼本冊網路頂應該買有著。
547,tōng-sû動詞時貌kah補語,真歹勢，買無著你欲愛的紅豆冰。
548,tōng-sû動詞時貌kah補語,真歹勢，你欲愛的紅豆冰買無著。
549,tōng-sû動詞時貌kah補語,愛相信家己一定奅會著男朋友。
550,tōng-sû動詞時貌kah補語,彼个作者蓋出名，冊店攏買會著伊寫的冊。
551,tōng-sû動詞時貌kah補語,彼張唱片已經買袂著矣，你才知銷路有偌好。
552,tōng-sû動詞時貌kah補語,佳哉全部攏予我臆臆著。
553,tōng-sû動詞時貌kah補語,今年的清明無轉厝。
554,tōng-sû動詞時貌kah補語,阿萬仔轉去食喜酒。
555,tōng-sû動詞時貌kah補語,我會包菜尾轉去。
556,tōng-sû動詞時貌kah補語,In講明年規年攏袂轉去花lian。
557,tōng-sû動詞時貌kah補語,你共這盒餅提轉去分人食。
558,tōng-sû動詞時貌kah補語,看覓有啥通買轉去。
559,tōng-sû動詞時貌kah補語,看覓有啥通買轉去。
560,tōng-sû動詞時貌kah補語,嘛看無啥通好紮轉去。
561,tōng-sû動詞時貌kah補語,趕緊共行李寄寄轉去。
562,tōng-sû動詞時貌kah補語,兩个人自按呢褪褲𡳞走走轉去。
563,tōng-sû動詞時貌kah補語,阮轉來矣。
564,tōng-sû動詞時貌kah補語,你當時欲轉來拜拜？
565,tōng-sû動詞時貌kah補語,多謝你替阮共阿寶揣轉來。
566,tōng-sû動詞時貌kah補語,多謝你共阿寶鬥揣轉來。
567,tōng-sû動詞時貌kah補語,頭一个共物件提轉來的人有獎品ōo！
568,tōng-sû動詞時貌kah補語,先走轉來的人才有通食ōo！
569,tōng-sû動詞時貌kah補語,多謝你，替阮共阿達揣倒轉來。
570,tōng-sû動詞時貌kah補語,我欲共菜先買買轉來才去睏。
571,tōng-sû動詞時貌kah補語,這項菜真落飯。
572,tōng-sû動詞時貌kah補語,落肥傷重顛倒會傷著根。
573,tōng-sû動詞時貌kah補語,日頭落海。
574,tōng-sû動詞時貌kah補語,緊lue̋山跤喝救人。
575,tōng-sû動詞時貌kah補語,這聲害ā，竟然對樓尾頂跋落。
576,tōng-sû動詞時貌kah補語,規个面消落去，著加食一寡。
577,tōng-sû動詞時貌kah補語,山頂無地停，愛駛落去山跤揣位。
578,tōng-sû動詞時貌kah補語,做伙行行落去。
579,tōng-sû動詞時貌kah補語,這種錢你開會落去喔？
580,tōng-sû動詞時貌kah補語,這口氣恁爸我吞袂落去。
581,tōng-sû動詞時貌kah補語,替我共梯搬落來好無？
582,tōng-sû動詞時貌kah補語,學人按怎共稻仔割落來。
583,tōng-sû動詞時貌kah補語,阿騰，緊lua̋i食飯啦！啊攏叫袂luaih，是le？
584,tōng-sû動詞時貌kah補語,敢跳落來的才叫好膽。
585,tōng-sû動詞時貌kah補語,替我共拜過的提提落來。
586,tōng-sû動詞時貌kah補語,出日頭ā！
587,tōng-sû動詞時貌kah補語,先請伊出去。
588,tōng-sû動詞時貌kah補語,你先行出去等計程仔。
589,tōng-sû動詞時貌kah補語,你先行出去等計程仔。
590,tōng-sû動詞時貌kah補語,歹人共錢運出去國外。
591,tōng-sû動詞時貌kah補語,飯共我捀出去飯廳食。
592,tōng-sû動詞時貌kah補語,全部攏搬搬出去。
593,tōng-sû動詞時貌kah補語,伊飛出來。
594,tōng-sû動詞時貌kah補語,伊欲跳出來共人嚇驚。
595,tōng-sû動詞時貌kah補語,鬥陣共衫挔出來洗。
596,tōng-sû動詞時貌kah補語,共被單挔出來曝曝咧。
597,tōng-sû動詞時貌kah補語,我行出來看才注意車已經走矣。
598,tōng-sû動詞時貌kah補語,我聽著聲趕出來的時陣，車早就走矣。
599,tōng-sû動詞時貌kah補語,全部反反出來。
600,tōng-sû動詞時貌kah補語,攏總共搤搤出來。
601,tōng-sû動詞時貌kah補語,攏總共掖掖出來。
602,tōng-sû動詞時貌kah補語,規罐攏共倒倒出來。
603,tōng-sû動詞時貌kah補語,我物件做會出來。
604,tōng-sû動詞時貌kah補語,物件我趕會出來。
605,tōng-sû動詞時貌kah補語,我看袂出來我寫的作文是佗一點無好。
606,tōng-sû動詞時貌kah補語,我字攏寫袂出來，敢講無水矣？
607,tōng-sû動詞時貌kah補語,我差一點仔認袂出來你是阿火仔in囝。
608,tōng-sû動詞時貌kah補語,你門無先開，輪椅捒袂出來。
609,tōng-sû動詞時貌kah補語,你先共門開開，輪椅毋才捒會出來客廳。
610,tōng-sû動詞時貌kah補語,為著前途，盤山閣過嶺。
611,tōng-sû動詞時貌kah補語,我人這馬氣喘袂過，等我一下。
612,tōng-sû動詞時貌kah補語,麻煩伊騎過來共我載好無？
613,tōng-sû動詞時貌kah補語,無我叫伊順紲斡過來載你？
614,tōng-sû動詞時貌kah補語,坐佇面頂幌過來幌過去，真歡喜。
615,tōng-sû動詞時貌kah補語,有胡蠅佇門跤口踅過來閣踅過去。
616,tōng-sû動詞時貌kah補語,阿娘喂，後個月水電同齊起價。
617,tōng-sû動詞時貌kah補語,閣咧起性地，活欲惱死。
618,tōng-sû動詞時貌kah補語,厝買會起買袂起攏好，只要咱永遠袂分開就好。
619,tōng-sû動詞時貌kah補語,伊看起來真嬈呢。
620,tōng-sû動詞時貌kah補語,我的面紅甲看起來若像lìn-gòo。
621,tōng-sû動詞時貌kah補語,兩爿的講法對袂起來。
622,tōng-sû動詞時貌kah補語,你起來拭一下。
623,tōng-sû動詞時貌kah補語,我起來矣。
624,tōng-sû動詞時貌kah補語,起來食飯無？
625,tōng-sû動詞時貌kah補語,佮伊同入花園。
626,tōng-sû動詞時貌kah補語,一拜天地，二拜高堂，夫妻對拜，送入洞房。
627,tōng-sû動詞時貌kah補語,叫恁的人共珠寶全部囥入去。
628,tōng-sû動詞時貌kah補語,跋入去的人攏死矣。
629,tōng-sû動詞時貌kah補語,坐倚--來免客氣。
630,tōng-sû動詞時貌kah補語,鉛線去予siáng鉸鉸斷去。
631,tōng-sû動詞時貌kah補語,啥人過身去？
632,tōng-sû動詞時貌kah補語,叫阿好姨莫過去矣。
633,tōng-sû動詞時貌kah補語,緊來去。
634,tōng-sû動詞時貌kah補語,來去阮兜。
635,tōng-sû動詞時貌kah補語,La̋i唱歌。
636,tōng-sû動詞時貌kah補語,趕來去電影院。
637,tōng-sû動詞時貌kah補語,行來去外口那食那講。
638,tōng-sû動詞時貌kah補語,行，來去外口那食那講。
639,tōng-sû動詞時貌kah補語,逐工透早共便當捾來去賣。
640,tōng-sû動詞時貌kah補語,我會共阿公tshuā來去菜市仔。
641,tōng-sû動詞時貌kah補語,這時間好來入去。
642,tōng-sû動詞時貌kah補語,等轉去才閣講。
643,tōng-sû動詞時貌kah補語,有人倚來。
644,tōng-sû動詞時貌kah補語,驚有siáng走來偷提我的錢包仔。
645,tōng-sû動詞時貌kah補語,想來想去猶是你對我上好。
646,tōng-sû動詞時貌kah補語,加一碗米糕出來。
647,tōng-sû動詞時貌kah補語,出來。
648,tōng-sû動詞時貌kah補語,出去。
649,tōng-sû動詞時貌kah補語,起去。
650,tōng-sû動詞時貌kah補語,入來。
651,tōng-sû動詞時貌kah補語,落--來。
652,tōng-sû動詞時貌kah補語,時間到矣，通好落去歇睏。
653,tōng-sû動詞時貌kah補語,你欲信無，你若閣應喙應舌，恁爸會隨共你tainn lueh？
654,tōng-sû動詞時貌kah補語,恁祖媽若共你㧌lueh，㧌甲烏青你就會曉矣。
655,tōng-sû動詞時貌kah補語,你隨我落來海裡。
656,tōng-sû動詞時貌kah補語,活欲枵死。
657,tōng-sû動詞時貌kah補語,驚死。
658,tōng-sû動詞時貌kah補語,真正有影是氣死人。
659,tōng-sû動詞時貌kah補語,直直拚暝工，欲予這陣人tsőng忝死才甘願呢？
660,tōng-sû動詞時貌kah補語,直直拚暝工，欲予這陣人總忝死才甘願呢？
661,tōng-sû動詞時貌kah補語,拍斷手骨顛倒勇。
662,tōng-sû動詞時貌kah補語,門拍開。
663,tōng-sû動詞時貌kah補語,共蓋鬥掀掀開。
664,tōng-sû動詞時貌kah補語,布全掀開開。
665,tōng-sû動詞時貌kah補語,我共電火開開。
666,tōng-sû動詞時貌kah補語,看電視看甲喙開開。
667,tōng-sû動詞時貌kah補語,水捙倒矣。
668,tōng-sû動詞時貌kah補語,水捙倒捙甲規桌頂矣啦你。
669,tōng-sû動詞時貌kah補語,湯huê-huê倒。
670,tōng-sû動詞時貌kah補語,加食兩碗仔。
671,tōng-sû動詞時貌kah補語,酒予我閣啉幾杯仔好無？
672,tōng-sû動詞時貌kah補語,彼人欲愛的呢，為啥物共擲掉？
673,tōng-sû動詞時貌kah補語,彼人欲愛的呢，為啥物共擲掉？
674,tōng-sû動詞時貌kah補語,人早就收擔轉厝矣，阮煞一份攏賣袂掉。
675,tōng-sû動詞時貌kah補語,害去的電火球仔總抨抨掉無要緊。
676,pí-kàu-kù比較句,我佮你平躼。
677,pí-kàu-kù比較句,你佮伊仝款躼。
678,pí-kàu-kù比較句,In兩个平平五十khí-looh。
679,pí-kàu-kù比較句,伊佮阿美仔平平仔十八歲。
680,pí-kàu-kù比較句,你有伊的兩倍巧。
681,pí-kàu-kù比較句,你有伊遐用功。
682,pí-kàu-kù比較句,你有伊遐拍拚。
683,pí-kàu-kù比較句,你無伊的三成巧。
684,pí-kàu-kù比較句,你無伊遐歹心。
685,pí-kàu-kù比較句,你親像豬遮大箍。
686,pí-kàu-kù比較句,這目睭親像阿姨遮大蕊。
687,pí-kàu-kù比較句,我的心就親像冰遐爾冷。
688,pí-kàu-kù比較句,烏面抐桮比厝角鳥較大隻。
689,pí-kàu-kù比較句,苦楝舅比sa-khú-lah閣較好種。
690,pí-kàu-kù比較句,鹿仔樹比樟仔發了較密。
691,pí-kàu-kù比較句,電鍋炊比gá-suh爐利便。
692,pí-kàu-kù比較句,駛車無比坐火車閣較俗。
693,pí-kàu-kù比較句,珊瑚礁無比海草礁生了較慢。
694,pí-kàu-kù比較句,蛇龜走無比蛇緊。
695,pí-kàu-kù比較句,蚵仔比螺仔較貴。
696,pí-kàu-kù比較句,魚仔比軟絲仔泅較緊。
697,pí-kàu-kù比較句,市仔賣的袂比超市閣較俗。
698,pí-kàu-kù比較句,蝶仔袂比鳥仔飛較遠。
699,pí-kàu-kù比較句,馬仔走比羊仔緊。
700,pí-kàu-kù比較句,豬仔食無比牛濟。
701,pí-kàu-kù比較句,你今仔日比其他同學閣較早來學校。
702,pí-kàu-kù比較句,你躼過伊。
703,pí-kàu-kù比較句,行路慢過坐車。
704,pí-kàu-kù比較句,行路袂慢過坐車。
705,pí-kàu-kù比較句,這蕊花媠過任何的花草。
706,pí-kàu-kù比較句,這位小姐媠過任何人。
707,pí-kàu-kù比較句,一座山懸過一座山。
708,pí-kàu-kù比較句,我躼伊差不多兩公分。
709,pí-kàu-kù比較句,大姊加我無幾歲。
710,pí-kàu-kù比較句,伊減以早一屑仔爾爾。
711,pí-kàu-kù比較句,我開的錢佮阿姊平濟。
712,pí-kàu-kù比較句,你頭殼有伊遐爾好就好。
713,pí-kàu-kù比較句,你有伊的頭殼遐爾精光就好。
714,pí-kàu-kù比較句,伊比siáng攏緊張。
715,pí-kàu-kù比較句,伊比啥人攏貧惰。
716,pí-kàu-kù比較句,你看你，人比你gâu講話，嘛小綴人學一下。
717,pí-kàu-kù比較句,阿安比阿發加蓋儉。
718,pí-kàu-kù比較句,阿秀仔比阿嬌姨加真媠。
719,pí-kàu-kù比較句,阿發加比阿成兩光濟囉。
720,pí-kàu-kù比較句,這齣戲較無頭先的彼齣遐悲傷。
721,pí-kàu-kù比較句,伊離緣了後比離緣進前加偌樂暢。
722,pí-kàu-kù比較句,佮彼站比，這陣日子加偌幸福咧。
723,pí-kàu-kù比較句,阿好加阿財兩公斤重爾爾。
724,pí-kàu-kù比較句,今仔日較袂寒。
725,pí-kàu-kù比較句,明仔載變閣較熱。
726,pí-kàu-kù比較句,今年較慢寒。
727,pí-kàu-kù比較句,舊年寒較久。
728,pí-kàu-kù比較句,查某比查埔加四倍。
729,pí-kàu-kù比較句,賣的比買的加一半。
730,pí-kàu-kù比較句,老歲仔贊聲的比少年人減六十七pha。
731,pí-kàu-kù比較句,老歲仔贊聲的比少年人減六十七pha。
732,pí-kàu-kù比較句,趁的公司比了的公司減一成。
733,sòo-sû數詞,In母的送十一kâi杯仔予伊。
734,sòo-sû數詞,我送予伊兩枝筆。
735,sòo-sû數詞,媽大爸三歲。
736,sòo-sû數詞,In予賊仔偷提九十八萬箍。
737,sòo-sû數詞,阿水伯仔送予我三十包糖仔。
738,sòo-sû數詞,股票頂禮拜落六百六十點，收盤收九千三百點。
739,sòo-sû數詞,我共伊討三十三張全聯的標仔，希望會赴換雙人牌刀仔。
740,sòo-sû數詞,我佮伊相輸千三。
741,sòo-sû數詞,遮的攏總百九。恁兩个是欲分開算抑是做伙算？
742,sòo-sû數詞,雙人套餐愛八百七，好額人才食會起啦。
743,sòo-sû數詞,爸佮媽相輸兩千六講伊袂來。
744,sòo-sû數詞,七七四十九工就出山。
745,sòo-sû數詞,頭家，麻煩麵粉斤半。
746,sòo-sû數詞,頭家，三層一斤偌濟？
747,sòo-sû數詞,一斤肉起到四百，悾的才會佇過年買肉。
748,sòo-sû數詞,四把青菜一百喔！
749,sòo-sû數詞,遮的菜攏總五十。
750,sòo-sû數詞,遮的菜攏總五十。
751,sòo-sû數詞,猶閣有賰斗半的米。
752,sòo-sû數詞,一蕊花五箍。花一蕊五箍。
753,sòo-sû數詞,成百萬人上街頭抗議。
754,sòo-sû數詞,看袂出來in老母才三十捅歲。
755,sòo-sû數詞,全國十億捅欉的樹仔攏剉了了。
756,sòo-sû數詞,才發覺原本幾億、幾兆尾魚仔予咱人食欲了了。
757,sòo-sû數詞,一間豬牢上少有六百外隻豬仔。
758,sòo-sû數詞,明明差十幾外票就當選矣。
759,sòo-sû數詞,我予人倒幾若億呢，規氣跳樓死死咧好矣。
760,sòo-sû數詞,病院閣欠一二十萬立的血。
761,sòo-sû數詞,長短差一兩百外米。
762,sòo-sû數詞,我手頭閣無夠二三十箍銀。
763,sòo-sû數詞,股市起到兩三百萬點的款。
764,sòo-sû數詞,凊彩一个BOT案攏嘛愛三五千萬，袂講得貴。
765,sòo-sû數詞,厝內有六七支喙愛飼。
766,sòo-sû數詞,七八支刀仔全生鉎，有夠討債。
767,sòo-sû數詞,囥佇桌頂的電影票閣有八九張，看siáng愛。
768,sòo-sû數詞,Gá-suh爐一半擺仔無拭，袂偌油啦！
769,sòo-sû數詞,根據民意調查，五成一的民眾袂煩惱水內底有塑膠，四成無表示意見。
770,sòo-sû數詞,一人一款命。
771,sòo-sû數詞,一陣鳥仔咧飛。
772,sòo-sû數詞,咱這陣去鹿港愛兩點半鐘。
773,sòo-sû數詞,咱這站出發，著下晡三點外才會到嘉義。
774,mn̄g-kù問句,時鐘，時鐘，你哪會遮無閒?
775,mn̄g-kù問句,你的幸福佇佗位?
776,mn̄g-kù問句,鉛筆盒仔貯啥物?
777,mn̄g-kù問句,啥人腹肚枵？
778,mn̄g-kù問句,你咧想啥物？
779,mn̄g-kù問句,這本冊偌濟錢？
780,mn̄g-kù問句,這个囡仔這改考試進步幾分？
781,mn̄g-kù問句,桌頂的箸賰幾跤？
782,mn̄g-kù問句,你暗頓想欲食啥物？
783,mn̄g-kù問句,你做過啥物摒掃的工課？做的時陣愛注意啥貨？
784,mn̄g-kù問句,請問當時比賽？
785,mn̄g-kù問句,咱的車位佇佗？
786,mn̄g-kù問句,空格仔內揀佗一个選項上妥當？
787,mn̄g-kù問句,請問下底佗一句的講法咱台語袂按呢講？
788,mn̄g-kù問句,請問這句話描述的內容，袂當用下底佗一句來替？
789,mn̄g-kù問句,請問下跤佗一項較符合對話的情境？
790,mn̄g-kù問句,伊買佗三本冊？
791,mn̄g-kù問句,阿賢幾歲？講話的氣口袂輸大頭家。
792,mn̄g-kù問句,老師拄才講的是啥物意思？我無細膩睏去矣，啥物攏無聽的。
793,mn̄g-kù問句,敲電話欲揣方小姐的是啥物人？
794,mn̄g-kù問句,阿婆佮先生娘上有可能是啥物關係？
795,mn̄g-kù問句,你若欲留字條仔予恁母仔，講你無欲轉來食暗頓，你愛按怎寫？
796,mn̄g-kù問句,恁這个查某囝排第幾？
797,mn̄g-kù問句,請問丁太太的查某囝今年幾歲？
798,mn̄g-kù問句,金瓜、香菇、結頭菜，你欲煮啥菜？
799,mn̄g-kù問句,阿娘搖，阿爹惜，搖來搖去，阿弟仔有睏無？
800,mn̄g-kù問句,敲一通電話，問阮老母食飽矣未？
801,mn̄g-kù問句,這抑彼？
802,mn̄g-kù問句,這ê抑是彼ê？
803,mn̄g-kù問句,這个抑是彼个？
804,mn̄g-kù問句,阿妹仔是欲去台北，抑是欲去台南？
805,mn̄g-kù問句,你講咧?
806,mn̄g-kù問句,好ā，拜幾？
807,mn̄g-kù問句,咱是拜幾欲培墓？
808,mn̄g-kù問句,明仔載初幾？
809,mn̄g-kù問句,I仔你買幾片？
810,mn̄g-kù問句,今年是公元幾年？
811,mn̄g-kù問句,這箍敢是你？
812,mn̄g-kù問句,你毋是講電腦真gâu、真巧？叫伊共我掠龍一下。
813,mn̄g-kù問句,咱十點才來去會使無？
814,mn̄g-kù問句,這枝筆你的，是無？
815,mn̄g-kù問句,這枝筆你的是無？
816,mn̄g-kù問句,這甕酒咱的著無？
817,mn̄g-kù問句,這枝筆伊的乎？
818,mn̄g-kù問句,這任里長是阿賓伯著毋？
819,mn̄g-kù問句,最近身體好無？
820,mn̄g-kù問句,近來身體好毋？
821,mn̄g-kù問句,近來過了按怎？
822,mn̄g-kù問句,你有錢無？
823,mn̄g-kù問句,伊會來袂？
824,mn̄g-kù問句,伊會曉袂？
825,mn̄g-kù問句,你欲佮我做伙來去食飯無？
